Permissible Value	Label	URL
CL:0002569	mesenchymal stem cell of umbilical cord	<http://purl.obolibrary.org/obo/CL_0002569>
CL:0000335	mesenchyme condensation cell	<http://purl.obolibrary.org/obo/CL_0000335>
CL:0002578	mesenteric preadipocyte	<http://purl.obolibrary.org/obo/CL_0002578>
CL:0002078	meso-epithelial cell	<http://purl.obolibrary.org/obo/CL_0002078>
CL:0000222	mesodermal cell	<http://purl.obolibrary.org/obo/CL_0000222>
CL:1000022	mesonephric nephron tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_1000022>
CL:0002523	mesonephric podocyte	<http://purl.obolibrary.org/obo/CL_0002523>
CL:0000077	mesothelial cell	<http://purl.obolibrary.org/obo/CL_0000077>
CL:1000444	mesothelial cell of anterior chamber of eye	<http://purl.obolibrary.org/obo/CL_1000444>
CL:0009029	mesothelial cell of appendix	<http://purl.obolibrary.org/obo/CL_0009029>
CL:0009025	mesothelial cell of colon	<http://purl.obolibrary.org/obo/CL_0009025>
CL:1000298	mesothelial cell of dura mater	<http://purl.obolibrary.org/obo/CL_1000298>
CL:0011019	mesothelial cell of epicardium	<http://purl.obolibrary.org/obo/CL_0011019>
CL:0008041	mesothelial cell of intestine	<http://purl.obolibrary.org/obo/CL_0008041>
CL:1000456	mesothelial cell of parietal peritoneum	<http://purl.obolibrary.org/obo/CL_1000456>
CL:1000492	mesothelial cell of parietal pleura	<http://purl.obolibrary.org/obo/CL_1000492>
CL:1000490	mesothelial cell of peritoneum	<http://purl.obolibrary.org/obo/CL_1000490>
CL:1000491	mesothelial cell of pleura	<http://purl.obolibrary.org/obo/CL_1000491>
CL:0009024	mesothelial cell of small intestine	<http://purl.obolibrary.org/obo/CL_0009024>
CL:1000457	mesothelial cell of visceral peritoneum	<http://purl.obolibrary.org/obo/CL_1000457>
CL:1000493	mesothelial cell of visceral pleura	<http://purl.obolibrary.org/obo/CL_1000493>
CL:4023054	mesothelial fibroblast	<http://purl.obolibrary.org/obo/CL_4023054>
CL:4023058	mesothelial fibroblast of the leptomeninx	<http://purl.obolibrary.org/obo/CL_4023058>
CL:0000308	metal ion accumulating cell	<http://purl.obolibrary.org/obo/CL_0000308>
CL:4033042	metallothionein-positive alveolar macrophage	<http://purl.obolibrary.org/obo/CL_4033042>
CL:0002192	metamyelocyte	<http://purl.obolibrary.org/obo/CL_0002192>
CL:0000324	metanephric mesenchyme stem cell	<http://purl.obolibrary.org/obo/CL_0000324>
CL:1000123	metanephric nephron tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_1000123>
CL:0002525	metanephric podocyte	<http://purl.obolibrary.org/obo/CL_0002525>
CL:0008035	microcirculation associated smooth muscle cell	<http://purl.obolibrary.org/obo/CL_0008035>
CL:1000354	microfold cell of epithelium of intestinal villus	<http://purl.obolibrary.org/obo/CL_1000354>
CL:1000353	microfold cell of epithelium of small intestine	<http://purl.obolibrary.org/obo/CL_1000353>
CL:0009054	microfold cell of epithelium proper of anorectum	<http://purl.obolibrary.org/obo/CL_0009054>
CL:1000359	microfold cell of epithelium proper of appendix	<http://purl.obolibrary.org/obo/CL_1000359>
CL:1000356	microfold cell of epithelium proper of duodenum	<http://purl.obolibrary.org/obo/CL_1000356>
CL:1000358	microfold cell of epithelium proper of ileum	<http://purl.obolibrary.org/obo/CL_1000358>
CL:1000357	microfold cell of epithelium proper of jejunum	<http://purl.obolibrary.org/obo/CL_1000357>
CL:1000360	microfold cell of epithelium proper of large intestine	<http://purl.obolibrary.org/obo/CL_1000360>
CL:1000355	microfold cell of epithelium proper of small intestine	<http://purl.obolibrary.org/obo/CL_1000355>
CL:0000129	microglial cell	<http://purl.obolibrary.org/obo/CL_0000129>
CL:0007022	micropylar cell	<http://purl.obolibrary.org/obo/CL_0007022>
CL:2000008	microvascular endothelial cell	<http://purl.obolibrary.org/obo/CL_2000008>
CL:0000848	microvillous olfactory receptor neuron	<http://purl.obolibrary.org/obo/CL_0000848>
CL:2000097	midbrain dopaminergic neuron	<http://purl.obolibrary.org/obo/CL_2000097>
CL:4023079	midbrain-derived inhibitory neuron	<http://purl.obolibrary.org/obo/CL_4023079>
CL:4023188	midget ganglion cell of retina	<http://purl.obolibrary.org/obo/CL_4023188>
CL:0019028	midzonal region hepatocyte	<http://purl.obolibrary.org/obo/CL_0019028>
CL:2000073	migratory cardiac neural crest cell	<http://purl.obolibrary.org/obo/CL_2000073>
CL:0000008	migratory cranial neural crest cell	<http://purl.obolibrary.org/obo/CL_0000008>
CL:0002607	migratory enteric neural crest cell	<http://purl.obolibrary.org/obo/CL_0002607>
CL:0000333	migratory neural crest cell	<http://purl.obolibrary.org/obo/CL_0000333>
CL:0000011	migratory trunk neural crest cell	<http://purl.obolibrary.org/obo/CL_0000011>
CL:0000314	milk secreting cell	<http://purl.obolibrary.org/obo/CL_0000314>
CL:0000456	mineralocorticoid secreting cell	<http://purl.obolibrary.org/obo/CL_0000456>
CL:0000422	mitogenic signaling cell	<http://purl.obolibrary.org/obo/CL_0000422>
CL:1001502	mitral cell	<http://purl.obolibrary.org/obo/CL_1001502>
CL:4042035	molecular layer interneuron	<http://purl.obolibrary.org/obo/CL_4042035>
CL:0000040	monoblast	<http://purl.obolibrary.org/obo/CL_0000040>
CL:0000576	monocyte	<http://purl.obolibrary.org/obo/CL_0000576>
CL:0011031	monocyte-derived dendritic cell	<http://purl.obolibrary.org/obo/CL_0011031>
CL:0009114	monocytoid B cell	<http://purl.obolibrary.org/obo/CL_0009114>
CL:0000842	mononuclear cell	<http://purl.obolibrary.org/obo/CL_0000842>
CL:0010004	mononuclear cell of bone marrow	<http://purl.obolibrary.org/obo/CL_0010004>
CL:2000085	mononuclear cell of umbilical cord	<http://purl.obolibrary.org/obo/CL_2000085>
CL:0000523	mononuclear cytotrophoblast cell	<http://purl.obolibrary.org/obo/CL_0000523>
CL:0000781	mononuclear odontoclast	<http://purl.obolibrary.org/obo/CL_0000781>
CL:0000778	mononuclear osteoclast	<http://purl.obolibrary.org/obo/CL_0000778>
CL:0000113	mononuclear phagocyte	<http://purl.obolibrary.org/obo/CL_0000113>
CL:0002194	monopoietic cell	<http://purl.obolibrary.org/obo/CL_0002194>
CL:0004226	monostratified amacrine cell	<http://purl.obolibrary.org/obo/CL_0004226>
CL:0004246	monostratified cell	<http://purl.obolibrary.org/obo/CL_0004246>
CL:0000360	morula cell	<http://purl.obolibrary.org/obo/CL_0000360>
CL:0000219	motile cell	<http://purl.obolibrary.org/obo/CL_0000219>
CL:0011013	motile sperm cell	<http://purl.obolibrary.org/obo/CL_0011013>
CL:0002272	motilin secreting cell	<http://purl.obolibrary.org/obo/CL_0002272>
CL:0000100	motor neuron	<http://purl.obolibrary.org/obo/CL_0000100>
CL:0000884	mucosa-associated lymphoid tissue macrophage	<http://purl.obolibrary.org/obo/CL_0000884>
CL:0000940	mucosal invariant T cell	<http://purl.obolibrary.org/obo/CL_0000940>
CL:0000485	mucosal type mast cell	<http://purl.obolibrary.org/obo/CL_0000485>
CL:0002180	mucous cell of stomach	<http://purl.obolibrary.org/obo/CL_0002180>
CL:0000651	mucous neck cell	<http://purl.obolibrary.org/obo/CL_0000651>
CL:0002181	mucous neck cell of gastric gland	<http://purl.obolibrary.org/obo/CL_0002181>
CL:0000319	mucus secreting cell	<http://purl.obolibrary.org/obo/CL_0000319>
CL:4033022	mucus secreting cell of bronchus submucosal gland	<http://purl.obolibrary.org/obo/CL_4033022>
CL:4033020	mucus secreting cell of trachea gland	<http://purl.obolibrary.org/obo/CL_4033020>
CL:4033037	mucus secreting cell of tracheobronchial tree submucosal gland	<http://purl.obolibrary.org/obo/CL_4033037>
CL:0000048	multi fate stem cell	<http://purl.obolibrary.org/obo/CL_0000048>
CL:0000355	multi-potent skeletal muscle stem cell	<http://purl.obolibrary.org/obo/CL_0000355>
CL:0002145	multiciliated columnar cell of tracheobronchial tree	<http://purl.obolibrary.org/obo/CL_0002145>
CL:4052001	multiciliated ependymal cell	<http://purl.obolibrary.org/obo/CL_4052001>
CL:0005012	multiciliated epithelial cell	<http://purl.obolibrary.org/obo/CL_0005012>
CL:0002332	multiciliated epithelial cell of the bronchus	<http://purl.obolibrary.org/obo/CL_0002332>
CL:0000780	multinuclear odontoclast	<http://purl.obolibrary.org/obo/CL_0000780>
CL:0000779	multinuclear osteoclast	<http://purl.obolibrary.org/obo/CL_0000779>
CL:0000228	multinucleate cell	<http://purl.obolibrary.org/obo/CL_0000228>
CL:0000647	multinucleated giant cell	<http://purl.obolibrary.org/obo/CL_0000647>
CL:0000783	multinucleated phagocyte	<http://purl.obolibrary.org/obo/CL_0000783>
CL:0000104	multipolar neuron	<http://purl.obolibrary.org/obo/CL_0000104>
CL:0008034	mural cell	<http://purl.obolibrary.org/obo/CL_0008034>
CL:4033067	mural granulosa cell	<http://purl.obolibrary.org/obo/CL_4033067>
CL:0000187	muscle cell	<http://purl.obolibrary.org/obo/CL_0000187>
CL:1001609	muscle fibroblast	<http://purl.obolibrary.org/obo/CL_1001609>
CL:0008006	muscle founder cell	<http://purl.obolibrary.org/obo/CL_0008006>
CL:0000680	muscle precursor cell	<http://purl.obolibrary.org/obo/CL_0000680>
CL:0000218	myelinating Schwann cell	<http://purl.obolibrary.org/obo/CL_0000218>
CL:4023154	myelinating glial cell	<http://purl.obolibrary.org/obo/CL_4023154>
CL:0000835	myeloblast	<http://purl.obolibrary.org/obo/CL_0000835>
CL:0002193	myelocyte	<http://purl.obolibrary.org/obo/CL_0002193>
CL:0000763	myeloid cell	<http://purl.obolibrary.org/obo/CL_0000763>
CL:0000782	myeloid dendritic cell	<http://purl.obolibrary.org/obo/CL_0000782>
CL:0001057	"myeloid dendritic cell, human"	<http://purl.obolibrary.org/obo/CL_0001057>
CL:0000766	myeloid leukocyte	<http://purl.obolibrary.org/obo/CL_0000766>
CL:0000839	myeloid lineage restricted progenitor cell	<http://purl.obolibrary.org/obo/CL_0000839>
CL:0000889	myeloid suppressor cell	<http://purl.obolibrary.org/obo/CL_0000889>
CL:0009075	myo-medullary thymic epithelial cell	<http://purl.obolibrary.org/obo/CL_0009075>
CL:0000056	myoblast	<http://purl.obolibrary.org/obo/CL_0000056>
CL:0002074	myocardial endocrine cell	<http://purl.obolibrary.org/obo/CL_0002074>
CL:0002663	myocardial endocrine cell of atrium	<http://purl.obolibrary.org/obo/CL_0002663>
CL:1000482	myocardial endocrine cell of interventricular septum	<http://purl.obolibrary.org/obo/CL_1000482>
CL:1000375	myocardial endocrine cell of septal division of left branch of atrioventricular bundle	<http://purl.obolibrary.org/obo/CL_1000375>
CL:1000287	myocyte of anterior internodal tract	<http://purl.obolibrary.org/obo/CL_1000287>
CL:1000288	myocyte of atrial branch of anterior internodal tract	<http://purl.obolibrary.org/obo/CL_1000288>
CL:1000289	myocyte of atrial septal branch of anterior internodal tract	<http://purl.obolibrary.org/obo/CL_1000289>
CL:1000410	myocyte of atrioventricular node	<http://purl.obolibrary.org/obo/CL_1000410>
CL:1000290	myocyte of middle internodal tract	<http://purl.obolibrary.org/obo/CL_1000290>
CL:1000291	myocyte of posterior internodal tract	<http://purl.obolibrary.org/obo/CL_1000291>
CL:1000409	myocyte of sinoatrial node	<http://purl.obolibrary.org/obo/CL_1000409>
CL:0000689	myoendocrine cell	<http://purl.obolibrary.org/obo/CL_0000689>
CL:0000185	myoepithelial cell	<http://purl.obolibrary.org/obo/CL_0000185>
CL:1000468	myoepithelial cell of acinus of lactiferous gland	<http://purl.obolibrary.org/obo/CL_1000468>
CL:4033003	myoepithelial cell of bronchus submucosal gland	<http://purl.obolibrary.org/obo/CL_4033003>
CL:1000445	myoepithelial cell of dilator pupillae	<http://purl.obolibrary.org/obo/CL_1000445>
CL:1000394	myoepithelial cell of intralobular lactiferous duct	<http://purl.obolibrary.org/obo/CL_1000394>
CL:1000418	myoepithelial cell of lactiferous alveolus	<http://purl.obolibrary.org/obo/CL_1000418>
CL:1000419	myoepithelial cell of lactiferous duct	<http://purl.obolibrary.org/obo/CL_1000419>
CL:1000469	myoepithelial cell of main lactiferous duct	<http://purl.obolibrary.org/obo/CL_1000469>
CL:1000470	myoepithelial cell of primary lactiferous duct	<http://purl.obolibrary.org/obo/CL_1000470>
CL:1000473	myoepithelial cell of quarternary lactiferous duct	<http://purl.obolibrary.org/obo/CL_1000473>
CL:1000471	myoepithelial cell of secondary lactiferous duct	<http://purl.obolibrary.org/obo/CL_1000471>
CL:1000417	myoepithelial cell of sweat gland	<http://purl.obolibrary.org/obo/CL_1000417>
CL:1000420	myoepithelial cell of terminal lactiferous duct	<http://purl.obolibrary.org/obo/CL_1000420>
CL:1000472	myoepithelial cell of tertiary lactiferous duct	<http://purl.obolibrary.org/obo/CL_1000472>
CL:4033021	myoepithelial cell of trachea gland	<http://purl.obolibrary.org/obo/CL_4033021>
CL:0000186	myofibroblast cell	<http://purl.obolibrary.org/obo/CL_0000186>
CL:0002366	myometrial cell	<http://purl.obolibrary.org/obo/CL_0002366>
CL:0002372	myotube	<http://purl.obolibrary.org/obo/CL_0002372>
CL:0000788	naive B cell	<http://purl.obolibrary.org/obo/CL_0000788>
CL:0001045	naive CCR4-positive regulatory T cell	<http://purl.obolibrary.org/obo/CL_0001045>
CL:0000898	naive T cell	<http://purl.obolibrary.org/obo/CL_0000898>
CL:0002677	naive regulatory T cell	<http://purl.obolibrary.org/obo/CL_0002677>
CL:0000895	"naive thymus-derived CD4-positive, alpha-beta T cell"	<http://purl.obolibrary.org/obo/CL_0000895>
CL:0000900	"naive thymus-derived CD8-positive, alpha-beta T cell"	<http://purl.obolibrary.org/obo/CL_0000900>
CL:0004251	narrow field retinal amacrine cell	<http://purl.obolibrary.org/obo/CL_0004251>
CL:0000886	nasal and broncial associated lymphoid tissue macrophage	<http://purl.obolibrary.org/obo/CL_0000886>
CL:2000094	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa	<http://purl.obolibrary.org/obo/CL_2000094>
CL:0002480	nasal mucosa goblet cell	<http://purl.obolibrary.org/obo/CL_0002480>
CL:4042016	nasal serous secreting cell	<http://purl.obolibrary.org/obo/CL_4042016>
CL:1001573	nasopharyngeal epithelial cell	<http://purl.obolibrary.org/obo/CL_1001573>
CL:0000903	natural T-regulatory cell	<http://purl.obolibrary.org/obo/CL_0000903>
CL:0002679	natural helper lymphocyte	<http://purl.obolibrary.org/obo/CL_0002679>
CL:0000623	natural killer cell	<http://purl.obolibrary.org/obo/CL_0000623>
CL:4023012	near-projecting glutamatergic cortical neuron	<http://purl.obolibrary.org/obo/CL_4023012>
CL:2000086	neocortex basket cell	<http://purl.obolibrary.org/obo/CL_2000086>
CL:0001063	neoplastic cell	<http://purl.obolibrary.org/obo/CL_0001063>
CL:0000383	nephrogenic mesenchyme stem cell	<http://purl.obolibrary.org/obo/CL_0000383>
CL:0009019	nephrogenic zone cell	<http://purl.obolibrary.org/obo/CL_0009019>
CL:1000494	nephron tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_1000494>
CL:4023089	nest basket cell	<http://purl.obolibrary.org/obo/CL_4023089>
CL:0002319	neural cell	<http://purl.obolibrary.org/obo/CL_0002319>
CL:0011012	neural crest cell	<http://purl.obolibrary.org/obo/CL_0011012>
CL:0002333	neural crest derived adipocyte	<http://purl.obolibrary.org/obo/CL_0002333>
CL:0000005	neural crest derived fibroblast	<http://purl.obolibrary.org/obo/CL_0000005>
CL:0002676	neural crest derived neuroblast	<http://purl.obolibrary.org/obo/CL_0002676>
CL:0000029	neural crest derived neuron	<http://purl.obolibrary.org/obo/CL_0000029>
CL:0011020	neural progenitor cell	<http://purl.obolibrary.org/obo/CL_0011020>
CL:0000047	neural stem cell	<http://purl.obolibrary.org/obo/CL_0000047>
CL:0000710	neurecto-epithelial cell	<http://purl.obolibrary.org/obo/CL_0000710>
CL:0000133	neurectodermal cell	<http://purl.obolibrary.org/obo/CL_0000133>
CL:0009076	neuro-medullary thymic epithelial cell	<http://purl.obolibrary.org/obo/CL_0009076>
CL:0000031	neuroblast (sensu Vertebrata)	<http://purl.obolibrary.org/obo/CL_0000031>
CL:0000165	neuroendocrine cell	<http://purl.obolibrary.org/obo/CL_0000165>
CL:4033002	neuroendocrine cell of epithelium of crypt of Lieberkuhn	<http://purl.obolibrary.org/obo/CL_4033002>
CL:4033010	neuroendocrine cell of epithelium of lobar bronchus	<http://purl.obolibrary.org/obo/CL_4033010>
CL:0002259	neuroepithelial stem cell	<http://purl.obolibrary.org/obo/CL_0002259>
CL:0000693	neurogliaform cell	<http://purl.obolibrary.org/obo/CL_0000693>
CL:0000540	neuron	<http://purl.obolibrary.org/obo/CL_0000540>
CL:0000095	neuron associated cell	<http://purl.obolibrary.org/obo/CL_0000095>
CL:0000123	neuron associated cell (sensu Vertebrata)	<http://purl.obolibrary.org/obo/CL_0000123>
CL:0002611	neuron of the dorsal spinal cord	<http://purl.obolibrary.org/obo/CL_0002611>
CL:0012001	neuron of the forebrain	<http://purl.obolibrary.org/obo/CL_0012001>
CL:0002614	neuron of the substantia nigra	<http://purl.obolibrary.org/obo/CL_0002614>
CL:0002612	neuron of the ventral spinal cord	<http://purl.obolibrary.org/obo/CL_0002612>
CL:0000006	neuronal receptor cell	<http://purl.obolibrary.org/obo/CL_0000006>
CL:4042021	neuronal-restricted precursor	<http://purl.obolibrary.org/obo/CL_4042021>
CL:0000032	neuroplacodal cell	<http://purl.obolibrary.org/obo/CL_0000032>
CL:0000775	neutrophil	<http://purl.obolibrary.org/obo/CL_0000775>
CL:0000834	neutrophil progenitor cell	<http://purl.obolibrary.org/obo/CL_0000834>
CL:0000582	neutrophilic metamyelocyte	<http://purl.obolibrary.org/obo/CL_0000582>
CL:0000042	neutrophilic myeloblast	<http://purl.obolibrary.org/obo/CL_0000042>
CL:0000580	neutrophilic myelocyte	<http://purl.obolibrary.org/obo/CL_0000580>
CL:0000564	neutrophilic promyelocyte	<http://purl.obolibrary.org/obo/CL_0000564>
CL:0000528	nitrergic neuron	<http://purl.obolibrary.org/obo/CL_0000528>
CL:0000725	nitrogen fixing cell	<http://purl.obolibrary.org/obo/CL_0000725>
CL:0002072	nodal myocyte	<http://purl.obolibrary.org/obo/CL_0002072>
CL:0000238	non keratinizing barrier epithelial cell	<http://purl.obolibrary.org/obo/CL_0000238>
CL:0000072	non-branched duct epithelial cell	<http://purl.obolibrary.org/obo/CL_0000072>
CL:0000875	non-classical monocyte	<http://purl.obolibrary.org/obo/CL_0000875>
