Permissible Values	Label	NCIT	ICD10CM	ICD9	ICD-O_3.1
MONDO:0006840	lymphangiectasis	NCIT:C97087			
MONDO:0006841	lymphangioendothelioma	NCIT:C3203			9170/0
MONDO:0006842	lymphangiomyoma	NCIT:C3204			9174/0
MONDO:0006843	macular holes	NCIT:C34795			
MONDO:0006848	marasmus		ICD10CM:E41	ICD9:261	
MONDO:0006849	mastitis	NCIT:C53662			
MONDO:0006850	maxillary sinus neoplasm	NCIT:C3219			
MONDO:0006851	meconium aspiration syndrome	NCIT:C87093			
MONDO:0006853	mesenchymal chondrosarcoma	NCIT:C3737			9240/3
MONDO:0006854	mesenchymoma	NCIT:C3233			8990/1
MONDO:0006856	mesothelial neoplasm	NCIT:C3786			905
MONDO:0006858	mouth disorder	NCIT:C3240			
MONDO:0006859	mucinous cystadenoma	NCIT:C2973			8470/0
MONDO:0006861	myeloid sarcoma	NCIT:C3520			9930/3
MONDO:0006863	myxosarcoma	NCIT:C3255			8840/3
MONDO:0006865	necrotizing ulcerative gingivitis	NCIT:C34637		ICD9:101	
MONDO:0006869	nodular goiter	NCIT:C131437			
MONDO:0006873	nutritional deficiency disease	NCIT:C3669			
MONDO:0006881	orbital cellulitis	NCIT:C99000			
MONDO:0006882	orchitis	NCIT:C97145			
MONDO:0006883	malignant superior sulcus neoplasm	NCIT:C55815			
MONDO:0006886	thyroid gland papillary and follicular carcinoma	NCIT:C7380			8340/3
MONDO:0006888	paraneoplastic polyneuropathy	NCIT:C3981			
MONDO:0006889	paraphimosis	NCIT:C34893			
MONDO:0006890	parathyroid gland adenoma	NCIT:C156757			
MONDO:0006895	penile neoplasm	NCIT:C3317			
MONDO:0006901	peritoneal neoplasm	NCIT:C3322			
MONDO:0006903	peroneal nerve paralysis	NCIT:C27061			
MONDO:0006904	phimosis	NCIT:C26852			
MONDO:0006905	pigmented spindle cell nevus	NCIT:C4751			8770/0
MONDO:0006907	pilar sheath acanthoma	NCIT:C4468			
MONDO:0006908	pituitary apoplexy	NCIT:C26853			
MONDO:0006913	pneumococcal meningitis	NCIT:C157958			
MONDO:0006918	posterior uveitis	NCIT:C35111			
MONDO:0006920	prediabetes syndrome	NCIT:C122685			
MONDO:0006921	Actinomycetales infectious disease	NCIT:C84534			
MONDO:0006926	haemophilus infectious disease	NCIT:C34654			
MONDO:0006930	pseudobulbar palsy	NCIT:C129934			
MONDO:0006932	pulmonary edema	NCIT:C26868	ICD10CM:J81		
MONDO:0006935	pulmonary subvalvular stenosis	NCIT:C34961			
MONDO:0006938	pyelitis	NCIT:C34964			
MONDO:0006939	pyelonephritis	NCIT:C34965			
MONDO:0006941	rat-bite fever	NCIT:C34971			
MONDO:0006948	retinal artery occlusion	NCIT:C34978			
MONDO:0006951	retinal vein occlusion	NCIT:C34981			
MONDO:0006952	retinopathy of prematurity	NCIT:C34982			
MONDO:0006955	rheumatic heart disease	NCIT:C34882			
MONDO:0006956	Rickettsiosis	NCIT:C34991			
MONDO:0006962	sebaceous adenocarcinoma	NCIT:C40310			8410/3
MONDO:0006963	sebaceous gland neoplasm	NCIT:C3363			
MONDO:0006964	secondary hyperparathyroidism	NCIT:C113335			
MONDO:0006966	secondary Parkinson disease	NCIT:C34899			
MONDO:0006969	sialadenitis	NCIT:C115165			
MONDO:0006973	skin appendage carcinoma	NCIT:C3775			8390/3
MONDO:0006974	small cell sarcoma	NCIT:C3746			8803/3
MONDO:0006975	smooth muscle tumor	NCIT:C3751			8897/1
MONDO:0006976	somatostatinoma	NCIT:C3379			8156/1
MONDO:0006980	struma ovarii	NCIT:C7468			9090/0
MONDO:0006981	subacute bacterial endocarditis	NCIT:C34583			
MONDO:0006982	subacute thyroiditis	NCIT:C35071			
MONDO:0006983	subclavian steal syndrome	NCIT:C35044			
MONDO:0006987	subvalvular aortic stenosis	NCIT:C85172			
MONDO:0006989	suppurative periapical periodontitis	NCIT:C34913			
MONDO:0006994	tarsal tunnel syndrome	NCIT:C85183			
MONDO:0006995	tethered spinal cord syndrome	NCIT:C101214		ICD9:741	
MONDO:0006996	thyroid crisis	NCIT:C112836			
MONDO:0006998	tonsil cancer	NCIT:C7404	ICD10CM:C09		
MONDO:0006999	tooth disorder	NCIT:C35077			
MONDO:0007000	Treponema infectious disease	NCIT:C85197			
MONDO:0007002	trochlear nerve disorder	NCIT:C78395			
MONDO:0007004	type III hypersensitivity disease	NCIT:C114346			
MONDO:0007009	ureterolithiasis	NCIT:C114696			
MONDO:0007012	variant Creutzfeldt-Jakob disease	NCIT:C128438			
MONDO:0007015	viral meningitis	NCIT:C118298	ICD10CM:A87		
MONDO:0007016	vitamin A deficiency	NCIT:C85220		ICD9:264	
MONDO:0007017	vitreous detachment	NCIT:C50807			
MONDO:0007019	vulvovaginitis	NCIT:C35131			
MONDO:0007022	xanthogranulomatous pyelonephritis	NCIT:C123038			
MONDO:0007023	Yersinia infectious disease	NCIT:C128337			
MONDO:0007027	metabolic dysfunction-associated steatohepatitis	NCIT:C84445			
MONDO:0007029	branchio-oto-renal syndrome	NCIT:C98983			
MONDO:0007032	prune belly syndrome	NCIT:C85033			
MONDO:0007033	abducens nerve palsy	NCIT:C27592			
MONDO:0007035	acanthosis nigricans	NCIT:C26687	ICD10CM:L83		
MONDO:0007036	Achard syndrome	NCIT:C35809			
MONDO:0007037	Achondroplasia	NCIT:C34345			
MONDO:0007039	NF2-related schwannomatosis	NCIT:C3274			
MONDO:0007041	Apert syndrome	NCIT:C99099			
MONDO:0007042	Saethre-Chotzen syndrome	NCIT:C75034			
MONDO:0007043	Pfeiffer syndrome	NCIT:C99100			
MONDO:0007044	Acrodysostosis 1 with or without hormone resistance	NCIT:C136464			
MONDO:0007048	acrokeratosis verruciformis	NCIT:C27519			
MONDO:0007056	acroosteolysis	NCIT:C35545			
MONDO:0007057	Acroosteolysis dominant type	NCIT:C84745			
MONDO:0007064	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	NCIT:C3962			
MONDO:0007070	adiposis dolorosa	NCIT:C84540			
MONDO:0007074	ainhum	NCIT:C84544			
MONDO:0007078	pseudohypoparathyroidism type 1A	NCIT:C129721			
MONDO:0007079	alcohol dependence	NCIT:C3325			
MONDO:0007100	familial amyloid neuropathy	NCIT:C84554			
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	NCIT:C168756			
MONDO:0007108	anal canal carcinoma	NCIT:C7489			
MONDO:0007110	Diamond-Blackfan anemia 1	NCIT:C176911			
MONDO:0007113	Angelman syndrome	NCIT:C75462			
MONDO:0007125	ankyloglossia	NCIT:C124538			
MONDO:0007127	diffuse idiopathic skeletal hyperostosis	NCIT:C84671			
MONDO:0007130	congenital total pulmonary venous return anomaly	NCIT:C85056			
MONDO:0007142	Townes-Brocks syndrome	NCIT:C99085			
MONDO:0007145	aplasia cutis congenita	NCIT:C98822			
MONDO:0007147	obstructive sleep apnea syndrome	NCIT:C27168			
MONDO:0007154	arteriovenous malformations of the brain	NCIT:C2936			
MONDO:0007160	Stickler syndrome type 1	NCIT:C168733			
MONDO:0007179	autoimmune disease	NCIT:C2889		ICD9:720	
MONDO:0007182	Machado-Joseph disease	NCIT:C84830			
MONDO:0007186	gastroesophageal reflux disease	NCIT:C26781			
MONDO:0007187	nevoid basal cell carcinoma syndrome	NCIT:C2892			
MONDO:0007191	Behcet disease	NCIT:C34416			
MONDO:0007197	bladder diverticulum	NCIT:C160155			
MONDO:0007203	blue rubber bleb nevus	NCIT:C4486			
MONDO:0007205	diaphyseal medullary stenosis-bone malignancy syndrome	NCIT:C122660			
MONDO:0007233	second branchial cleft anomaly	NCIT:C104813			
MONDO:0007237	familial juvenile hypertrophy of the breast		ICD10CM:N62		
MONDO:0007238	amastia	NCIT:C118459			
MONDO:0007240	progressive familial heart block, type 1A	NCIT:C126651			
MONDO:0007243	Burkitt lymphoma	NCIT:C2912			9687/3
MONDO:0007244	Caffey disease	NCIT:C118423			
MONDO:0007251	campomelic dysplasia	NCIT:C84609			
MONDO:0007254	breast cancer	NCIT:C9335	ICD10CM:C50		
MONDO:0007256	hepatocellular carcinoma	NCIT:C3099			8170/3
MONDO:0007263	cardiac rhythm disease	NCIT:C2881			
MONDO:0007266	hypertrophic cardiomyopathy 2	NCIT:C142892			
MONDO:0007268	hypertrophic cardiomyopathy 4	NCIT:C133725			
MONDO:0007275	carpal tunnel syndrome	NCIT:C34450			
MONDO:0007276	cat-eye syndrome	NCIT:C75477			
MONDO:0007293	leukocyte adhesion deficiency 1	NCIT:C4689			
MONDO:0007294	central core myopathy	NCIT:C83010			
MONDO:0007295	self-limited epilepsy with centrotemporal spikes	NCIT:C116538			
MONDO:0007296	spinocerebellar ataxia type 31	NCIT:C176901			
MONDO:0007303	cervical rib disease	NCIT:C158329			
MONDO:0007307	Charcot-Marie-Tooth disease type 1B	NCIT:C118782			
MONDO:0007308	Charcot-Marie-Tooth disease type 2A1	NCIT:C134952			
MONDO:0007309	Charcot-Marie-Tooth disease type 1A	NCIT:C75468			
MONDO:0007315	cherubism	NCIT:C84630			
MONDO:0007318	Alagille syndrome	NCIT:C35139			
MONDO:0007329	cirrhosis, familial	NCIT:C84411			
MONDO:0007335	orofacial cleft 1	NCIT:C124838			
MONDO:0007340	cleidocranial dysplasia 1	NCIT:C75020			
MONDO:0007342	clubfoot	NCIT:C84641			
MONDO:0007345	aorta coarctation	NCIT:C84567			
MONDO:0007352	renal coloboma syndrome	NCIT:C123230			
MONDO:0007356	Lynch syndrome 1	NCIT:C6725			
MONDO:0007362	cone-rod dystrophy 2	NCIT:C162399			
MONDO:0007363	congenital contractural arachnodactyly	NCIT:C129865			
MONDO:0007369	hereditary coproporphyria	NCIT:C84759			
MONDO:0007379	Meesmann corneal dystrophy	NCIT:C84795			
MONDO:0007400	Jackson-Weiss syndrome	NCIT:C123814			
MONDO:0007404	Cri-du-chat syndrome	NCIT:C34518			
MONDO:0007405	Crouzon syndrome	NCIT:C84653			
MONDO:0007412	Beare-Stevenson cutis gyrata syndrome	NCIT:C123813			
MONDO:0007416	Balkan nephropathy	NCIT:C123025			
MONDO:0007417	Darier disease	NCIT:C84665			
MONDO:0007435	dentatorubral-pallidoluysian atrophy	NCIT:C122653			
MONDO:0007446	dermatosis papulosa nigra	NCIT:C2984	ICD10CM:L82		
MONDO:0007450	neurohypophyseal diabetes insipidus	NCIT:C84933			
MONDO:0007452	maturity-onset diabetes of the young type 1	NCIT:C129744			
MONDO:0007453	maturity-onset diabetes of the young type 2	NCIT:C129741			
MONDO:0007473	Duane retraction syndrome	NCIT:C84678			
MONDO:0007478	autosomal dominant Kenny-Caffey syndrome	NCIT:C130993			
MONDO:0007481	Leri-Weill dyschondrosteosis	NCIT:C126560			
MONDO:0007483	dyschromatosis symmetrica hereditaria	NCIT:C118435			
MONDO:0007485	dyskeratosis congenita, autosomal dominant 1	NCIT:C176921			
MONDO:0007486	hereditary benign intraepithelial dyskeratosis	NCIT:C3940			
MONDO:0007488	Lewy body dementia	NCIT:C84826			
MONDO:0007492	early-onset generalized limb-onset dystonia	NCIT:C116718			
MONDO:0007496	dystonia 12	NCIT:C157577			
MONDO:0007523	Ehlers-Danlos syndrome, hypermobility type	NCIT:C125698			
MONDO:0007525	Ehlers-Danlos syndrome, arthrochalasia type	NCIT:C125701			
MONDO:0007534	Beckwith-Wiedemann syndrome	NCIT:C34415			
MONDO:0007536	congenital lobar emphysema	NCIT:C98895			
MONDO:0007540	multiple endocrine neoplasia type 1	NCIT:C3225			
MONDO:0007542	Camurati-Engelmann disease	NCIT:C84610			
MONDO:0007547	epidermoid cysts	NCIT:C3134			
MONDO:0007564	pilomatrixoma	NCIT:C7368			8110/0
MONDO:0007565	familial cylindromatosis	NCIT:C43352			8200/0
MONDO:0007566	multiple self-healing squamous epithelioma	NCIT:C4461			
MONDO:0007571	primary erythermalgia	NCIT:C125383			
MONDO:0007576	esophageal cancer	NCIT:C4764			
MONDO:0007586	exostoses, multiple, type 2	NCIT:C18252			
MONDO:0007589	exudative vitreoretinopathy 1	NCIT:C175048			
MONDO:0007600	primary Fanconi syndrome	NCIT:C123229			
MONDO:0007603	Felty syndrome	NCIT:C84712			
MONDO:0007606	fibrodysplasia ossificans progressiva	NCIT:C3040			
MONDO:0007608	desmoid tumor	NCIT:C9182			8821/1
MONDO:0007621	Floating-Harbor syndrome	NCIT:C175241			
MONDO:0007631	chromosome 16p12.1 deletion syndrome, 520kb	NCIT:C129875			
MONDO:0007635	Frasier syndrome	NCIT:C122805			
MONDO:0007636	frontorhiny	NCIT:C129028			
MONDO:0007644	IgAD1	NCIT:C123434			
MONDO:0007648	hereditary diffuse gastric adenocarcinoma	NCIT:C43295			
MONDO:0007650	MALT lymphoma	NCIT:C3898			9671/3
MONDO:0007652	gastric mucosal hypertrophy	NCIT:C67277			
MONDO:0007656	Gerstmann-Straussler-Scheinker syndrome	NCIT:C84727			
MONDO:0007661	Tourette syndrome	NCIT:C35078			
MONDO:0007665	obsolete glaucoma 1, open angle, E	NCIT:C35394			
MONDO:0007667	subependymoma	NCIT:C3795			9383/1
MONDO:0007669	renal cysts and diabetes syndrome	NCIT:C123018			
MONDO:0007672	glomuvenous malformation	NCIT:C5350			
MONDO:0007686	gray platelet syndrome	NCIT:C84741			
MONDO:0007688	Myhre syndrome	NCIT:C123815			
MONDO:0007699	Hashimoto thyroiditis	NCIT:C27191			
MONDO:0007708	Kasabach-Merritt syndrome	NCIT:C3821			
MONDO:0007710	facial hemiatrophy	NCIT:C116916			
MONDO:0007721	hiatus hernia	NCIT:C98945			
MONDO:0007727	autosomal dominant familial periodic fever	NCIT:C119051			
MONDO:0007732	Holt-Oram syndrome	NCIT:C125592			
MONDO:0007734	holoprosencephaly 4	NCIT:C75475			
MONDO:0007739	Huntington disease	NCIT:C82342			
MONDO:0007741	congenital hydronephrosis	NCIT:C102979			
MONDO:0007743	attention deficit-hyperactivity disorder	NCIT:C97160			
MONDO:0007745	Gilbert syndrome	NCIT:C84729			
MONDO:0007758	epidermolytic palmoplantar keratoderma, 1	NCIT:C84693			
MONDO:0007766	Morgagni-Stewart-Morel syndrome	NCIT:C84772			
MONDO:0007768	hyperparathyroidism 2 with jaw tumors	NCIT:C48287			
MONDO:0007778	obsolete hypertelorism	NCIT:C34715			
MONDO:0007790	Charcot-Marie-Tooth disease type 3	NCIT:C133087			
MONDO:0007793	hypochondroplasia	NCIT:C118697			
MONDO:0007797	hypoparathyroidism-deafness-renal disease syndrome	NCIT:C130983			
MONDO:0007800	chromosome 18p deletion syndrome	NCIT:C84521			
MONDO:0007803	multiple system atrophy	NCIT:C84909			
MONDO:0007804	Pallister-Hall syndrome	NCIT:C84987			
MONDO:0007810	autosomal dominant ichthyosis vulgaris	NCIT:C84778			
MONDO:0007813	superficial epidermolytic ichthyosis	NCIT:C84777			
MONDO:0007817	IgE responsiveness, atopic	NCIT:C3116			
MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant	NCIT:C126342			
MONDO:0007827	inclusion body myositis	NCIT:C84786			
MONDO:0007834	islet cell adenomatosis	NCIT:C4375			
MONDO:0007838	Jacobsen syndrome	NCIT:C75457			
MONDO:0007863	Kleine-Levin syndrome	NCIT:C84800			
MONDO:0007864	angioosteohypertrophic syndrome	NCIT:C84801			
MONDO:0007874	trichorhinophalangeal syndrome type II	NCIT:C75118			
MONDO:0007878	congenital laryngomalacia	NCIT:C98971			
MONDO:0007879	larynx atresia	NCIT:C98972			
MONDO:0007880	congenital laryngeal web	NCIT:C98970			
MONDO:0007885	Legg-Calve-Perthes disease	NCIT:C34766			
MONDO:0007886	uterine corpus leiomyoma	NCIT:C3434		ICD9:218	8890/0
MONDO:0007888	hereditary leiomyomatosis and renal cell cancer	NCIT:C51302			
MONDO:0007893	Noonan syndrome with multiple lentigines	NCIT:C84820			
MONDO:0007896	acute monocytic leukemia	NCIT:C4861			9860/3
MONDO:0007899	lichen sclerosus et atrophicus	NCIT:C26817			
MONDO:0007908	multiple symmetric lipomatosis	NCIT:C4392			
MONDO:0007915	systemic lupus erythematosus	NCIT:C3201			
MONDO:0007921	yellow nail syndrome	NCIT:C85238			
MONDO:0007922	lymphedema-distichiasis syndrome	NCIT:C128191			
MONDO:0007924	Bannayan-Riley-Ruvalcaba syndrome	NCIT:C3939			
MONDO:0007925	myelodysplastic syndrome associated with isolated del(5q)	NCIT:C6867			9986/3
MONDO:0007928	obsolete Fechtner syndrome	NCIT:C131642			
MONDO:0007929	obsolete Epstein syndrome	NCIT:C131639			
MONDO:0007935	cystoid macular edema	NCIT:C34794			
MONDO:0007938	46,XY sex reversal 4	NCIT:C132270			
MONDO:0007947	Marfan syndrome	NCIT:C34807			
MONDO:0007949	Marshall syndrome	NCIT:C128115			
MONDO:0007950	mastocytosis	NCIT:C84269			
MONDO:0007955	Meckel diverticulum	NCIT:C12264			
MONDO:0007958	familial medullary thyroid carcinoma	NCIT:C46099			
MONDO:0007959	medulloblastoma	NCIT:C3222			9470/3
MONDO:0007962	megalodactyly	NCIT:C48900			
MONDO:0007964	melanoma, cutaneous malignant, susceptibility to, 2	NCIT:C7584			
MONDO:0007967	melanoma and neural system tumor syndrome	NCIT:C176905			
MONDO:0007969	Melkersson-Rosenthal syndrome	NCIT:C84886			
MONDO:0007970	melorheostosis	NCIT:C84887			
MONDO:0007972	Meniere disease	NCIT:C185243			
MONDO:0007974	intellectual disability, autosomal dominant 1	NCIT:C141424			
MONDO:0007982	metaphyseal chondrodysplasia, Jansen type	NCIT:C131868			
MONDO:0007986	metatropic dysplasia	NCIT:C175209			
MONDO:0007987	Kniest dysplasia	NCIT:C125594			
MONDO:0007999	holoprosencephaly 2	NCIT:C74995			
MONDO:0008005	cardiospondylocarpofacial syndrome	NCIT:C188216			
MONDO:0008006	Mobius syndrome	NCIT:C84893			
MONDO:0008009	monilethrix	NCIT:C84894			
MONDO:0008018	Muir-Torre syndrome	NCIT:C84905			
MONDO:0008019	mullerian aplasia and hyperandrogenism	NCIT:C120376			
MONDO:0008029	Bethlem myopathy	NCIT:C126688			
MONDO:0008030	facioscapulohumeral muscular dystrophy 1	NCIT:C172704			
MONDO:0008031	facioscapulohumeral muscular dystrophy 2	NCIT:C172705			
MONDO:0008038	ataxia-pancytopenia syndrome	NCIT:C176909			
MONDO:0008040	transient myeloproliferative syndrome	NCIT:C82339			9898/1
MONDO:0008048	autosomal dominant centronuclear myopathy	NCIT:C126689			
MONDO:0008054	juvenile dermatomyositis	NCIT:C27576			
MONDO:0008056	myotonic dystrophy type 1	NCIT:C84679			
MONDO:0008061	nail-patella syndrome	NCIT:C75120			
MONDO:0008062	narcolepsy 1	NCIT:C84618			
MONDO:0008070	congenital myopathy 2a, typical, autosomal dominant	NCIT:C129870			
MONDO:0008073	familial juvenile hyperuricemic nephropathy type 1	NCIT:C123172			
MONDO:0008075	schwannomatosis	NCIT:C6557			9560/1
MONDO:0008082	multiple endocrine neoplasia type 2B	NCIT:C3227			
MONDO:0008083	ceroid lipofuscinosis, neuronal, 4 (Kufs type)	NCIT:C128116			
MONDO:0008090	cyclic hematopoiesis	NCIT:C3820			
MONDO:0008093	nevus, epidermal	NCIT:C4088			
MONDO:0008094	familial multiple nevi flammei	NCIT:C3840			
MONDO:0008095	nevus anemicus	NCIT:C3943			
MONDO:0008097	linear nevus sebaceous syndrome	NCIT:C4678			
MONDO:0008104	Noonan syndrome 1	NCIT:C75459			
MONDO:0008109	ocular cicatricial pemphigoid	NCIT:C84939			
MONDO:0008114	obsessive-compulsive disorder	NCIT:C88411	ICD10CM:F42		
MONDO:0008119	spinocerebellar ataxia type 1	NCIT:C129982			
MONDO:0008145	Ollier disease	NCIT:C3008			
MONDO:0008146	osteogenesis imperfecta type 1	NCIT:C99003			
MONDO:0008147	osteogenesis imperfecta type 2	NCIT:C99001			
MONDO:0008148	osteogenesis imperfecta type 4	NCIT:C98576			
MONDO:0008167	dermoid cyst of ovary	NCIT:C3856			
MONDO:0008168	ovarian fibroma	NCIT:C3498			
MONDO:0008170	ovarian cancer	NCIT:C7431			
MONDO:0008171	nephrolithiasis	NCIT:C114667		ICD9:592	
MONDO:0008177	extramammary Paget disease	NCIT:C3302			8542/3
MONDO:0008178	inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1	NCIT:C122663			
MONDO:0008179	paroxysmal extreme pain disorder	NCIT:C125385			
MONDO:0008183	annular pancreas	NCIT:C98813			
MONDO:0008185	hereditary chronic pancreatitis	NCIT:C95436			
MONDO:0008189	papillomatosis, florid, of nipple	NCIT:C4383			
MONDO:0008195	paramyotonia congenita of Von Eulenburg	NCIT:C122790			
MONDO:0008214	Pelger-Huet anomaly	NCIT:C85002			
MONDO:0008218	Hailey-Hailey disease	NCIT:C82865			
MONDO:0008219	pemphigus vulgaris	NCIT:C34910			
MONDO:0008221	prolidase deficiency	NCIT:C85029			
MONDO:0008222	Andersen-Tawil syndrome	NCIT:C84559			
MONDO:0008223	hypokalemic periodic paralysis	NCIT:C84775			
MONDO:0008224	hyperkalemic periodic paralysis	NCIT:C123429			
MONDO:0008225	normokalemic periodic paralysis	NCIT:C122791			
MONDO:0008228	pernicious anemia	NCIT:C2871			
MONDO:0008231	Peyronie disease	NCIT:C3316			
MONDO:0008234	multiple endocrine neoplasia type 2A	NCIT:C3226			
MONDO:0008243	Pick disease	NCIT:C85008			
MONDO:0008244	piebaldism	NCIT:C85009			
MONDO:0008262	Poland syndrome	NCIT:C85017			
MONDO:0008274	polyostotic fibrous dysplasia	NCIT:C34610			
MONDO:0008277	stomach polyp	NCIT:C3954			
MONDO:0008280	Peutz-Jeghers syndrome	NCIT:C3324			
MONDO:0008283	Cronkhite-Canada syndrome	NCIT:C7035			
MONDO:0008287	Greig cephalopolysyndactyly syndrome	NCIT:C35255			
MONDO:0008294	acute intermittent porphyria	NCIT:C84536			
MONDO:0008297	variegate porphyria	NCIT:C85219			
MONDO:0008300	Prader-Willi syndrome	NCIT:C75463			
MONDO:0008310	Hutchinson-Gilford progeria syndrome	NCIT:C34951			
MONDO:0008315	prostate cancer	NCIT:C7378		ICD9:185	
MONDO:0008318	Proteus syndrome	NCIT:C85032			
MONDO:0008319	protoporphyria, erythropoietic, 1	NCIT:C84698			
MONDO:0008322	pseudoachondroplasia	NCIT:C118635			
MONDO:0008323	Liddle syndrome	NCIT:C84827			
MONDO:0008327	exfoliation syndrome	NCIT:C129025			
MONDO:0008329	autosomal dominant pseudohypoaldosteronism type 1	NCIT:C126810			
MONDO:0008332	platelet-type von Willebrand disease	NCIT:C131681			
MONDO:0008340	ptosis, hereditary congenital, 1	NCIT:C27049			
MONDO:0008343	pulmonary atresia with ventricular septal defect	NCIT:C99033			
MONDO:0008364	Raynaud disease	NCIT:C116359			
MONDO:0008375	retinal detachment	NCIT:C26874			
MONDO:0008380	retinoblastoma	NCIT:C6956			
MONDO:0008383	rheumatoid arthritis	NCIT:C2884			
MONDO:0008386	Axenfeld-Rieger syndrome type 1	NCIT:C75015			
MONDO:0008393	Rubinstein-Taybi syndrome due to CREBBP mutations	NCIT:C153290			
MONDO:0008394	Silver-Russell syndrome	NCIT:C85068			
