PERMITTED_VALUE	LONG_NAME	DEFINITION
9070/3	Embryonal Carcinoma	A highly malignant, primitive form of carcinoma, probably of germinal cell or teratomatous derivation, usually arising in a gonad and rarely in other sites. It is rare in the female ovary, but in the male it accounts for 20% of all testicular tumors. (From Dorland, 27th ed & Holland et al., Cancer Medicine, 3d ed, p1595)
9071/3	Yolk Sac Tumor	A non-seminomatous malignant germ cell tumor composed of primitive germ cells.  It is the most common malignant germ cell tumor in the pediatric population. It occurs in the infant testis, ovary, sacrococcygeal region, vagina, uterus, prostate, abdomen, liver, retroperitoneum, thorax, and pineal/third ventricle. The tumor mimics the yolk sac of the embryo and produces alpha-fetoprotein (AFP). Treatment includes: surgical resection, radiation, and chemotherapy. This tumor is very responsive to chemotherapy regimens that include cisplatinum.
9072/3	Gonadal Polyembryoma	A rare malignant germ cell tumor arising from the testis and less often from the ovary. It is characterized by the presence of embryoid bodies which resemble early embryos.
9073/1	Gonadoblastoma	A mixed germ cell/sex cord-stromal tumor characterized by the presence of large germ cells which resemble seminoma cells and small cells which resemble Sertoli or granulosa cells. It occurs in the testis and the ovary and is identified in children and adults. It is often associated with gonadal dysgenesis and abnormal karyotype.
9080/0	Benign Teratoma	A teratoma that contains only mature tissue elements (mature teratoma or grade 0 teratoma) or a limited amount of immature tissue elements (grade 1 teratoma).
9080/1	Teratoma	(ter-a-TOW-ma) A type of germ cell tumor that may contain several different types of tissue, such as hair, muscle, and bone.  Teratomas occur most often in the ovaries in women, the testicles in men, and the tailbone in children.  Not all teratomas are malignant.
9081/3	Mixed Embryonal Carcinoma and Teratoma	A type of germ cell cancer that usually forms in the testes (testicles).
9084/0	Dermoid Cyst	A mature teratoma characterized by the presence of a cyst which is lined by mature tissue resembling the epidermis and the epidermal appendages. It occurs in the ovary, testis, and extragonadal sites including central nervous system and skin.
9084/3	Teratoma with Malignant Transformation	A teratoma which is characterized by morphologic transformation to malignancy and an aggressive clinical course. The malignant component most often is sarcomatous or carcinomatous.
9085/3	Mixed Germ Cell Tumor	A malignant germ cell tumor characterized by the presence of at least two different germ cell components. The different germ cell components include choriocarcinoma, embryonal carcinoma, yolk sac tumor, teratoma, and seminoma. It occurs in the ovary, testis, and extragonadal sites including central nervous system and mediastinum.
9086/3	Malignant Mediastinal Germ Cell Tumor with Associated Hematologic Malignancy	An extragonadal non-seminomatous malignant germ cell tumor that arises from the mediastinum and is associated with a hematologic malignancy.  The hematologic malignancies are clonally related to the malignant germ cell tumor and include acute leukemias, myelodysplastic syndromes, myeloproliferative neoplasms, and mastocytosis.
9090/0	Struma Ovarii	An ovarian mature teratoma characterized by the presence of aberrant thyroid tissue. The aberrant thyroid tissue shows morphologic changes identical to thyroid adenoma or carcinoma. Patients may present with abdominal mass and unusual symptoms due to thyrotoxicosis, or Meigs syndrome (ascites and pleural effusion).
9090/3	Thyroid Carcinoma Arising in Struma Ovarii	A carcinoma with histological features identical to thyroid carcinoma, arising in ovarian mature teratoma with aberrant thyroid tissue (struma ovarii).
9091/1	Strumal Carcinoid	An ovarian neoplasm characterized by the presence of aberrant thyroid tissue and a carcinoid tumor. A minority of patients develop symptoms of functioning thyroid tissue. The neuroendocrine carcinoid cells infiltrate the aberrant thyroid tissue and progressively replace the follicular lining cells.
9100/0	Hydatidiform Mole	A gestational trophoblastic disorder characterized by marked enlargement of the chorionic villi, hyperplasia of the villous trophoblastic cells and hydropic changes.
9100/1	Invasive Hydatidiform Mole	A complete hydatidiform mole or very rarely a partial mole that invades the myometrium.
9100/3	Choriocarcinoma	An aggressive malignant tumor arising from trophoblastic cells.  The vast majority of cases arise in the uterus and represent gestational choriocarcinomas that derive from placental trophoblastic cells.  Approximately half of the cases develop from a complete hydatidiform mole.  A minority of cases arise in the testis or the ovaries.  There is often marked elevation of human chorionic gonadotropin (hCG) in the blood.  Choriocarcinomas disseminate rapidly through the hematogenous route; the lungs are most frequently affected. --2004
9101/3	Choriocarcinoma Combined with Other Germ Cell Elements	A malignant mixed germ cell tumor characterized by the presence of a choriocarcinomatous component admixed with another germ cell component (e.g. embryonal carcinoma, teratoma, or seminoma).
9103/0	Partial Hydatidiform Mole	A gestational trophoblastic disorder characterized by the presence of an abnormal fetus and two populations of chorionic villi: one population which is unremarkable and a second one which shows hydropic changes.
9104/1	Placental-Site Gestational Trophoblastic Tumor	A rare gestational trophoblastic tumor characterized by the presence of a diffuse cellular infiltrate composed of intermediate trophoblasts and cytotrophoblasts and by the absense of a significant population of syncytiotrophoblasts.
9105/3	Epithelioid Trophoblastic Tumor	A gestational trophoblastic tumor characterized by the presence of a monomorphous cellular population of intermediate trophoblastic cells infiltrating in a nodular pattern.
9110/0	Rete Ovarii Adenoma	An adenoma that arises from the rete ovarii.  It is composed of elongated tubules.  The clinical course is benign.
9110/1	Wolffian Adnexal Tumor	A benign or malignant epithelial neoplasm of probable Wolffian origin. It predominantly arises from the broad ligament and presents as a unilateral adnexal mass.
9110/3	Mesonephric Adenocarcinoma	An adenocarcinoma of the cervix or the vagina that derives from Wolffian duct remnants and shows mesonephric differentiation.
9120/0	Hemangioma	A benign vascular lesion characterized by the formation of capillary-sized or cavernous vascular channels.
9121/0	Cavernous Hemangioma	A hemangioma characterized by the presence of cavernous vascular spaces.
9122/0	Venous Hemangioma	A hemangioma composed of veins.
9123/0	Arteriovenous Malformation	Abnormal, tangled collections of dilated blood vessels that result from congenitally malformed vascular structures in which arterial afferents flow directly into venous efferents without the usual resistance of an intervening capillary bed. A common type is the congenital arteriovenous fistula (ARTERIOVENOUS FISTULA /congenital). For arteriovenous malformations in the brain, INTRACRANIAL ARTERIOVENOUS MALFORMATIONS is available. (From Merck Manual, 15th ed)
9124/3	Liver Angiosarcoma	A malignant vascular neoplasm arising from the liver.
9125/0	Epithelioid Hemangioma	A hemangioma characterized by the presence of epithelioid endothelial cells.
9126/0	Atypical Vascular Lesion	Benign vascular proliferations following external radiation. The lesions present in adults, predominantly in elderly women following radiotherapy for breast carcinoma. They arise from the radiated skin and are papules, small vesicles, or erythematous ecchymotic plaques with prominent telangiectasias. Identical lesions can occur after radiation for cervical carcinoma, endometrial carcinoma, ovarian carcinoma, Hodgkin lymphoma, and melanoma. There is an increased risk for subsequent development of angiosarcoma.
9130/1	Hemangioendothelioma	A vascular proliferation characterized by the presence of prominent endothelial cells and the formation of vascular channels. Hemangioendotheliomas may display borderline or low grade characteristics.
9131/0	Capillary Hemangioma	A common hemangioma characterized by the presence of capillary-sized vascular channels without prominent epithelioid endothelial cells.
9132/0	Intramuscular Hemangioma	A hemangioma arising from skeletal muscle.
